Fig  3e,,,,"Note from author: 1. The blank cells indicate  the calculated NO2 binding energy was not exothermic under the corresponding {pH,potential}, implying no adsorption; thus, no value is reported and leave with blank.",
Model Data,,,,,2. Reader may find certain potential-pH ranges are duplicated; This is because NO2 binding was calculated separately on both TTM and CuNP for streamlined data analysis and visualization. Further details are provided in the Python code.
pH value,Potential of TTM (V vs. RHE),NO2 binding energy of TTM (kJ mol-1),NO2 binding energy of CuNP (kJ mol-1),,
11.0,0.4,,-61.64416855,,
11.0,0.4,-28.9135,,,
11.1,0.4,,-62.21813585,,
11.1,0.4,-29.4875,,,
11.2,0.4,,-62.79210314,,
11.2,0.4,-30.0615,,,
11.3,0.4,,-63.36607044,,
11.3,0.4,-30.6354,,,
11.4,0.4,,-63.94003774,,
11.4,0.4,-31.2094,,,
11.5,0.4,,-64.51400503,,
11.5,0.4,-31.7834,,,
11.6,0.4,,-65.08797233,,
11.6,0.4,-32.3573,,,
11.7,0.4,,-65.66193962,,
11.7,0.4,-32.9313,,,
11.8,0.4,,-66.23590692,,
11.8,0.4,-33.5053,,,
11.9,0.4,,-66.80987422,,
11.9,0.4,-34.0792,,,
12.0,0.4,,-67.38384151,,
12.0,0.4,-34.6532,,,
4.9,0.4,,-30.3208615,,
5.0,0.4,,-30.8948288,,
5.1,0.4,,-31.46879609,,
5.2,0.4,,-32.04276339,,
5.3,0.4,,-32.61673069,,
5.4,0.4,,-33.19069798,,
5.5,0.4,,-33.76466528,,
5.6,0.4,,-34.33863257,,
5.7,0.4,,-34.91259987,,
5.8,0.4,,-35.48656717,,
5.9,0.45,,-36.06053446,,
6.0,0.45,,-36.63450176,,
6.0,0.45,-0.21516,,,
6.1,0.45,,-37.20846905,,
6.1,0.45,-0.78913,,,
6.2,0.45,,-37.78243635,,
6.2,0.45,-1.36309,,,
6.3,0.45,,-38.35640365,,
6.3,0.45,-1.93706,,,
6.4,0.45,,-38.93037094,,
6.4,0.45,-2.51103,,,
6.5,0.45,,-39.50433824,,
6.5,0.45,-3.085,,,
6.6,0.45,,-40.07830553,,
6.6,0.45,-3.65896,,,
6.7,0.45,,-40.65227283,,
6.7,0.45,-4.23293,,,
6.8,0.45,,-41.22624013,,
6.8,0.45,-4.8069,,,
6.9,0.45,,-41.80020742,,
6.9,0.45,-5.38087,,,
7.0,0.45,,-42.37417472,,
7.0,0.45,-5.95483,,,
7.1,0.45,,-42.94814201,,
7.1,0.45,-6.5288,,,
7.2,0.45,,-43.52210931,,
7.2,0.45,-7.10277,,,
7.3,0.45,,-44.09607661,,
7.3,0.45,-7.67673,,,
7.4,0.45,,-44.6700439,,
7.4,0.45,-8.2507,,,
7.5,0.45,,-45.2440112,,
7.5,0.45,-8.82467,,,
7.6,0.45,,-45.81797849,,
7.6,0.45,-9.39864,,,
7.7,0.45,,-46.39194579,,
7.7,0.45,-9.9726,,,
7.8,0.45,,-46.96591309,,
7.8,0.45,-10.5466,,,
7.9,0.45,,-47.53988038,,
7.9,0.45,-11.1205,,,
8.0,0.45,,-48.11384768,,
8.0,0.45,-11.6945,,,
8.1,0.45,,-48.68781497,,
8.1,0.45,-12.2685,,,
8.2,0.45,,-49.26178227,,
8.2,0.45,-12.8424,,,
8.3,0.45,,-49.83574957,,
8.3,0.45,-13.4164,,,
8.4,0.45,,-50.40971686,,
8.4,0.45,-13.9904,,,
8.5,0.45,,-50.98368416,,
8.5,0.45,-14.5643,,,
8.6,0.45,,-51.55765146,,
8.6,0.45,-15.1383,,,
8.7,0.45,,-52.13161875,,
8.7,0.45,-15.7123,,,
8.8,0.45,,-52.70558605,,
8.8,0.45,-16.2862,,,
8.9,0.45,,-53.27955334,,
8.9,0.45,-16.8602,,,
9.0,0.45,,-53.85352064,,
9.0,0.45,-17.4342,,,
9.1,0.45,,-54.42748794,,
9.1,0.45,-18.0081,,,
9.2,0.45,,-55.00145523,,
9.2,0.45,-18.5821,,,
9.3,0.45,,-55.57542253,,
9.3,0.45,-19.1561,,,
9.4,0.45,,-56.14938982,,
9.4,0.45,-19.73,,,
9.5,0.45,,-56.72335712,,
9.5,0.5,-20.304,,,
9.6,0.5,,-57.29732442,,
9.6,0.5,-20.878,,,
9.7,0.5,,-57.87129171,,
9.7,0.5,-21.4519,,,
9.8,0.5,,-58.44525901,,
9.8,0.5,-22.0259,,,
9.9,0.5,,-59.0192263,,
9.9,0.5,-22.5999,,,
10.0,0.5,,-59.5931936,,
10.0,0.5,-23.1739,,,
10.1,0.5,,-60.1671609,,
10.1,0.5,-23.7478,,,
10.2,0.5,,-60.74112819,,
10.2,0.5,-24.3218,,,
10.3,0.5,,-61.31509549,,
10.3,0.5,-24.8958,,,
10.4,0.5,,-61.88906278,,
10.4,0.5,-25.4697,,,
10.5,0.5,,-62.46303008,,
10.5,0.5,-26.0437,,,
10.6,0.5,,-63.03699738,,
10.6,0.5,-26.6177,,,
10.7,0.5,,-63.61096467,,
10.7,0.5,-27.1916,,,
10.8,0.5,,-64.18493197,,
10.8,0.5,-27.7656,,,
10.9,0.5,,-64.75889926,,
10.9,0.5,-28.3396,,,
11.0,0.5,,-65.33286656,,
11.0,0.5,-28.9135,,,
11.1,0.5,,-65.90683386,,
11.1,0.5,-29.4875,,,
11.2,0.5,,-66.48080115,,
11.2,0.5,-30.0615,,,
11.3,0.5,,-67.05476845,,
11.3,0.5,-30.6354,,,
11.4,0.5,,-67.62873575,,
11.4,0.5,-31.2094,,,
11.5,0.5,,-68.20270304,,
11.5,0.5,-31.7834,,,
11.6,0.5,,-68.77667034,,
11.6,0.5,-32.3573,,,
11.7,0.5,,-69.35063763,,
11.7,0.5,-32.9313,,,
11.8,0.5,,-69.92460493,,
11.8,0.5,-33.5053,,,
11.9,0.5,,-70.49857223,,
11.9,0.5,-34.0792,,,
12.0,0.5,,-71.07253952,,
12.0,0.5,-34.6532,,,
4.9,0.5,,-34.00955951,,
5.0,0.5,,-34.58352681,,
5.1,0.5,,-35.1574941,,
5.2,0.5,,-35.7314614,,
5.3,0.5,,-36.3054287,,
5.4,0.5,,-36.87939599,,
5.5,0.5,,-37.45336329,,
5.6,0.5,,-38.02733058,,
5.7,0.5,,-38.60129788,,
5.8,0.5,,-39.17526518,,
5.9,0.5,,-39.74923247,,
6.0,0.5,,-40.32319977,,
6.0,0.5,-0.21516,,,
6.1,0.5,,-40.89716706,,
6.1,0.5,-0.78913,,,
6.2,0.5,,-41.47113436,,
6.2,0.5,-1.36309,,,
6.3,0.5,,-42.04510166,,
6.3,0.5,-1.93706,,,
6.4,0.5,,-42.61906895,,
6.4,0.5,-2.51103,,,
6.5,0.55,,-43.19303625,,
6.5,0.55,-3.085,,,
6.6,0.55,,-43.76700354,,
6.6,0.55,-3.65896,,,
6.7,0.55,,-44.34097084,,
6.7,0.55,-4.23293,,,
6.8,0.55,,-44.91493814,,
6.8,0.55,-4.8069,,,
6.9,0.55,,-45.48890543,,
6.9,0.55,-5.38087,,,
7.0,0.55,,-46.06287273,,
7.0,0.55,-5.95483,,,
7.1,0.55,,-46.63684002,,
7.1,0.55,-6.5288,,,
7.2,0.55,,-47.21080732,,
7.2,0.55,-7.10277,,,
7.3,0.55,,-47.78477462,,
7.3,0.55,-7.67673,,,
7.4,0.55,,-48.35874191,,
7.4,0.55,-8.2507,,,
7.5,0.55,,-48.93270921,,
7.5,0.55,-8.82467,,,
7.6,0.55,,-49.5066765,,
7.6,0.55,-9.39864,,,
7.7,0.55,,-50.0806438,,
7.7,0.55,-9.9726,,,
7.8,0.55,,-50.6546111,,
7.8,0.55,-10.5466,,,
7.9,0.55,,-51.22857839,,
7.9,0.55,-11.1205,,,
8.0,0.55,,-51.80254569,,
8.0,0.55,-11.6945,,,
8.1,0.55,,-52.37651298,,
8.1,0.55,-12.2685,,,
8.2,0.55,,-52.95048028,,
8.2,0.55,-12.8424,,,
8.3,0.55,,-53.52444758,,
8.3,0.55,-13.4164,,,
8.4,0.55,,-54.09841487,,
8.4,0.55,-13.9904,,,
8.5,0.55,,-54.67238217,,
8.5,0.55,-14.5643,,,
8.6,0.55,,-55.24634947,,
8.6,0.55,-15.1383,,,
8.7,0.55,,-55.82031676,,
8.7,0.55,-15.7123,,,
8.8,0.55,,-56.39428406,,
8.8,0.55,-16.2862,,,
8.9,0.55,,-56.96825135,,
8.9,0.55,-16.8602,,,
9.0,0.55,,-57.54221865,,
9.0,0.55,-17.4342,,,
9.1,0.55,,-58.11618595,,
9.1,0.55,-18.0081,,,
9.2,0.55,,-58.69015324,,
9.2,0.55,-18.5821,,,
9.3,0.55,,-59.26412054,,
9.3,0.55,-19.1561,,,
9.4,0.55,,-59.83808783,,
9.4,0.55,-19.73,,,
9.5,0.55,,-60.41205513,,
9.5,0.55,-20.304,,,
9.6,0.55,,-60.98602243,,
9.6,0.55,-20.878,,,
9.7,0.55,,-61.55998972,,
9.7,0.55,-21.4519,,,
9.8,0.55,,-62.13395702,,
9.8,0.55,-22.0259,,,
9.9,0.55,,-62.70792431,,
9.9,0.55,-22.5999,,,
10.0,0.55,,-63.28189161,,
10.0,0.55,-23.1739,,,
10.1,0.6,,-63.85585891,,
10.1,0.6,-23.7478,,,
10.2,0.6,,-64.4298262,,
10.2,0.6,-24.3218,,,
10.3,0.6,,-65.0037935,,
10.3,0.6,-24.8958,,,
10.4,0.6,,-65.57776079,,
10.4,0.6,-25.4697,,,
10.5,0.6,,-66.15172809,,
10.5,0.6,-26.0437,,,
10.6,0.6,,-66.72569539,,
10.6,0.6,-26.6177,,,
10.7,0.6,,-67.29966268,,
10.7,0.6,-27.1916,,,
10.8,0.6,,-67.87362998,,
10.8,0.6,-27.7656,,,
10.9,0.6,,-68.44759727,,
10.9,0.6,-28.3396,,,
11.0,0.6,,-69.02156457,,
11.0,0.6,-28.9135,,,
11.1,0.6,,-69.59553187,,
11.1,0.6,-29.4875,,,
11.2,0.6,,-70.16949916,,
11.2,0.6,-30.0615,,,
11.3,0.6,,-70.74346646,,
11.3,0.6,-30.6354,,,
11.4,0.6,,-71.31743376,,
11.4,0.6,-31.2094,,,
11.5,0.6,,-71.89140105,,
11.5,0.6,-31.7834,,,
11.6,0.6,,-72.46536835,,
11.6,0.6,-32.3573,,,
11.7,0.6,,-73.03933564,,
11.7,0.6,-32.9313,,,
11.8,0.6,,-73.61330294,,
11.8,0.6,-33.5053,,,
11.9,0.6,,-74.18727024,,
11.9,0.6,-34.0792,,,
12.0,0.6,,-74.76123753,,
12.0,0.6,-34.6532,,,
4.9,0.6,,-37.69825752,,
5.0,0.6,,-38.27222482,,
5.1,0.6,,-38.84619211,,
5.2,0.6,,-39.42015941,,
5.3,0.6,,-39.99412671,,
5.4,0.6,,-40.568094,,
5.5,0.6,,-41.1420613,,
5.6,0.6,,-41.71602859,,
5.7,0.6,,-42.28999589,,
5.8,0.6,,-42.86396319,,
5.9,0.6,,-43.43793048,,
6.0,0.6,,-44.01189778,,
6.0,0.6,-0.21516,,,
6.1,0.6,,-44.58586507,,
6.1,0.6,-0.78913,,,
6.2,0.6,,-45.15983237,,
6.2,0.6,-1.36309,,,
6.3,0.6,,-45.73379967,,
6.3,0.6,-1.93706,,,
6.4,0.6,,-46.30776696,,
6.4,0.6,-2.51103,,,
6.5,0.6,,-46.88173426,,
6.5,0.6,-3.085,,,
6.6,0.6,,-47.45570155,,
6.6,0.6,-3.65896,,,
6.7,0.6,,-48.02966885,,
6.7,0.6,-4.23293,,,
6.8,0.6,,-48.60363615,,
6.8,0.6,-4.8069,,,
6.9,0.6,,-49.17760344,,
6.9,0.6,-5.38087,,,
7.0,0.6,,-49.75157074,,
7.0,0.65,-5.95483,,,
7.1,0.65,,-50.32553803,,
7.1,0.65,-6.5288,,,
7.2,0.65,,-50.89950533,,
7.2,0.65,-7.10277,,,
7.3,0.65,,-51.47347263,,
7.3,0.65,-7.67673,,,
7.4,0.65,,-52.04743992,,
7.4,0.65,-8.2507,,,
7.5,0.65,,-52.62140722,,
7.5,0.65,-8.82467,,,
7.6,0.65,,-53.19537451,,
7.6,0.65,-9.39864,,,
7.7,0.65,,-53.76934181,,
7.7,0.65,-9.9726,,,
7.8,0.65,,-54.34330911,,
7.8,0.65,-10.5466,,,
7.9,0.65,,-54.9172764,,
7.9,0.65,-11.1205,,,
8.0,0.65,,-55.4912437,,
8.0,0.65,-11.6945,,,
8.1,0.65,,-56.06521099,,
8.1,0.65,-12.2685,,,
8.2,0.65,,-56.63917829,,
8.2,0.65,-12.8424,,,
8.3,0.65,,-57.21314559,,
8.3,0.65,-13.4164,,,
8.4,0.65,,-57.78711288,,
8.4,0.65,-13.9904,,,
8.5,0.65,,-58.36108018,,
8.5,0.65,-14.5643,,,
8.6,0.65,,-58.93504748,,
8.6,0.65,-15.1383,,,
8.7,0.65,,-59.50901477,,
8.7,0.65,-15.7123,,,
8.8,0.65,,-60.08298207,,
8.8,0.65,-16.2862,,,
8.9,0.65,,-60.65694936,,
8.9,0.65,-16.8602,,,
9.0,0.65,,-61.23091666,,
9.0,0.65,-17.4342,,,
9.1,0.65,,-61.80488396,,
9.1,0.65,-18.0081,,,
9.2,0.65,,-62.37885125,,
9.2,0.65,-18.5821,,,
9.3,0.65,,-62.95281855,,
9.3,0.65,-19.1561,,,
9.4,0.65,,-63.52678584,,
9.4,0.65,-19.73,,,
9.5,0.65,,-64.10075314,,
9.5,0.65,-20.304,,,
9.6,0.65,,-64.67472044,,
9.6,0.65,-20.878,,,
9.7,0.65,,-65.24868773,,
9.7,0.65,-21.4519,,,
9.8,0.65,,-65.82265503,,
9.8,0.65,-22.0259,,,
9.9,0.65,,-66.39662232,,
9.9,0.65,-22.5999,,,
10.0,0.65,,-66.97058962,,
10.0,0.65,-23.1739,,,
10.1,0.65,,-67.54455692,,
10.1,0.65,-23.7478,,,
10.2,0.65,,-68.11852421,,
10.2,0.65,-24.3218,,,
10.3,0.65,,-68.69249151,,
10.3,0.65,-24.8958,,,
10.4,0.65,,-69.2664588,,
10.4,0.65,-25.4697,,,
10.5,0.65,,-69.8404261,,
10.5,0.65,-26.0437,,,
10.6,0.65,,-70.4143934,,
10.6,0.7,-26.6177,,,
10.7,0.7,,-70.98836069,,
10.7,0.7,-27.1916,,,
10.8,0.7,,-71.56232799,,
10.8,0.7,-27.7656,,,
10.9,0.7,,-72.13629528,,
10.9,0.7,-28.3396,,,
11.0,0.7,,-72.71026258,,
11.0,0.7,-28.9135,,,
11.1,0.7,,-73.28422988,,
11.1,0.7,-29.4875,,,
11.2,0.7,,-73.85819717,,
11.2,0.7,-30.0615,,,
11.3,0.7,,-74.43216447,,
11.3,0.7,-30.6354,,,
11.4,0.7,,-75.00613177,,
11.4,0.7,-31.2094,,,
11.5,0.7,,-75.58009906,,
11.5,0.7,-31.7834,,,
11.6,0.7,,-76.15406636,,
11.6,0.7,-32.3573,,,
11.7,0.7,,-76.72803365,,
11.7,0.7,-32.9313,,,
11.8,0.7,,-77.30200095,,
11.8,0.7,-33.5053,,,
11.9,0.7,,-77.87596825,,
11.9,0.7,-34.0792,,,
12.0,0.7,,-78.44993554,,
12.0,0.7,-34.6532,,,
4.9,0.7,,-41.38695553,,
5.0,0.7,,-41.96092283,,
5.1,0.7,,-42.53489012,,
5.2,0.7,,-43.10885742,,
5.3,0.7,,-43.68282472,,
5.4,0.7,,-44.25679201,,
5.5,0.7,,-44.83075931,,
5.6,0.7,,-45.4047266,,
5.7,0.7,,-45.9786939,,
5.8,0.7,,-46.5526612,,
5.9,0.7,,-47.12662849,,
6.0,0.7,,-47.70059579,,
6.0,0.7,-0.21516,,,
6.1,0.7,,-48.27456308,,
6.1,0.7,-0.78913,,,
6.2,0.7,,-48.84853038,,
6.2,0.7,-1.36309,,,
6.3,0.7,,-49.42249768,,
6.3,0.7,-1.93706,,,
6.4,0.7,,-49.99646497,,
6.4,0.7,-2.51103,,,
6.5,0.7,,-50.57043227,,
6.5,0.7,-3.085,,,
6.6,0.7,,-51.14439956,,
6.6,0.7,-3.65896,,,
6.7,0.7,,-51.71836686,,
6.7,0.7,-4.23293,,,
6.8,0.7,,-52.29233416,,
6.8,0.7,-4.8069,,,
6.9,0.7,,-52.86630145,,
6.9,0.7,-5.38087,,,
7.0,0.7,,-53.44026875,,
7.0,0.7,-5.95483,,,
7.1,0.7,,-54.01423604,,
7.1,0.7,-6.5288,,,
7.2,0.7,,-54.58820334,,
7.2,0.7,-7.10277,,,
7.3,0.7,,-55.16217064,,
7.3,0.7,-7.67673,,,
7.4,0.7,,-55.73613793,,
7.4,0.7,-8.2507,,,
7.5,0.7,,-56.31010523,,
7.5,0.7,-8.82467,,,
7.6,0.75,,-56.88407252,,
7.6,0.75,-9.39864,,,
7.7,0.75,,-57.45803982,,
7.7,0.75,-9.9726,,,
7.8,0.75,,-58.03200712,,
7.8,0.75,-10.5466,,,
7.9,0.75,,-58.60597441,,
7.9,0.75,-11.1205,,,
8.0,0.75,,-59.17994171,,
8.0,0.75,-11.6945,,,
8.1,0.75,,-59.753909,,
8.1,0.75,-12.2685,,,
8.2,0.75,,-60.3278763,,
8.2,0.75,-12.8424,,,
8.3,0.75,,-60.9018436,,
8.3,0.75,-13.4164,,,
8.4,0.75,,-61.47581089,,
8.4,0.75,-13.9904,,,
8.5,0.75,,-62.04977819,,
8.5,0.75,-14.5643,,,
8.6,0.75,,-62.62374549,,
8.6,0.75,-15.1383,,,
8.7,0.75,,-63.19771278,,
8.7,0.75,-15.7123,,,
8.8,0.75,,-63.77168008,,
8.8,0.75,-16.2862,,,
8.9,0.75,,-64.34564737,,
8.9,0.75,-16.8602,,,
9.0,0.75,,-64.91961467,,
9.0,0.75,-17.4342,,,
9.1,0.75,,-65.49358197,,
9.1,0.75,-18.0081,,,
9.2,0.75,,-66.06754926,,
9.2,0.75,-18.5821,,,
9.3,0.75,,-66.64151656,,
9.3,0.75,-19.1561,,,
9.4,0.75,,-67.21548385,,
9.4,0.75,-19.73,,,
9.5,0.75,,-67.78945115,,
9.5,0.75,-20.304,,,
9.6,0.75,,-68.36341845,,
9.6,0.75,-20.878,,,
9.7,0.75,,-68.93738574,,
9.7,0.75,-21.4519,,,
9.8,0.75,,-69.51135304,,
9.8,0.75,-22.0259,,,
9.9,0.75,,-70.08532033,,
9.9,0.75,-22.5999,,,
10.0,0.75,,-70.65928763,,
10.0,0.75,-23.1739,,,
10.1,0.75,,-71.23325493,,
10.1,0.75,-23.7478,,,
10.2,0.75,,-71.80722222,,
10.2,0.75,-24.3218,,,
10.3,0.75,,-72.38118952,,
10.3,0.75,-24.8958,,,
10.4,0.75,,-72.95515681,,
10.4,0.75,-25.4697,,,
10.5,0.75,,-73.52912411,,
10.5,0.75,-26.0437,,,
10.6,0.75,,-74.10309141,,
10.6,0.75,-26.6177,,,
10.7,0.75,,-74.6770587,,
10.7,0.75,-27.1916,,,
10.8,0.75,,-75.251026,,
10.8,0.75,-27.7656,,,
10.9,0.75,,-75.82499329,,
10.9,0.75,-28.3396,,,
11.0,0.75,,-76.39896059,,
11.0,0.75,-28.9135,,,
11.1,0.75,,-76.97292789,,
11.1,0.75,-29.4875,,,
11.2,0.8,,-77.54689518,,
11.2,0.8,-30.0615,,,
11.3,0.8,,-78.12086248,,
11.3,0.8,-30.6354,,,
11.4,0.8,,-78.69482978,,
11.4,0.8,-31.2094,,,
11.5,0.8,,-79.26879707,,
11.5,0.8,-31.7834,,,
11.6,0.8,,-79.84276437,,
11.6,0.8,-32.3573,,,
11.7,0.8,,-80.41673166,,
11.7,0.8,-32.9313,,,
11.8,0.8,,-80.99069896,,
11.8,0.8,-33.5053,,,
11.9,0.8,,-81.56466626,,
11.9,0.8,-34.0792,,,
12.0,0.8,,-82.13863355,,
12.0,0.8,-34.6532,,,
4.9,0.8,,-45.07565354,,
5.0,0.8,,-45.64962084,,
5.1,0.8,,-46.22358813,,
5.2,0.8,,-46.79755543,,
5.3,0.8,,-47.37152273,,
5.4,0.8,,-47.94549002,,
5.5,0.8,,-48.51945732,,
5.6,0.8,,-49.09342461,,
5.7,0.8,,-49.66739191,,
5.8,0.8,,-50.24135921,,
5.9,0.8,,-50.8153265,,
6.0,0.8,,-51.3892938,,
6.0,0.8,-0.21516,,,
6.1,0.8,,-51.96326109,,
6.1,0.8,-0.78913,,,
6.2,0.8,,-52.53722839,,
6.2,0.8,-1.36309,,,
6.3,0.8,,-53.11119569,,
6.3,0.8,-1.93706,,,
6.4,0.8,,-53.68516298,,
6.4,0.8,-2.51103,,,
6.5,0.8,,-54.25913028,,
6.5,0.8,-3.085,,,
6.6,0.8,,-54.83309757,,
6.6,0.8,-3.65896,,,
6.7,0.8,,-55.40706487,,
6.7,0.8,-4.23293,,,
6.8,0.8,,-55.98103217,,
6.8,0.8,-4.8069,,,
6.9,0.8,,-56.55499946,,
6.9,0.8,-5.38087,,,
7.0,0.8,,-57.12896676,,
7.0,0.8,-5.95483,,,
7.1,0.8,,-57.70293405,,
7.1,0.8,-6.5288,,,
7.2,0.8,,-58.27690135,,
7.2,0.8,-7.10277,,,
7.3,0.8,,-58.85086865,,
7.3,0.8,-7.67673,,,
7.4,0.8,,-59.42483594,,
7.4,0.8,-8.2507,,,
7.5,0.8,,-59.99880324,,
7.5,0.8,-8.82467,,,
7.6,0.8,,-60.57277053,,
7.6,0.8,-9.39864,,,
7.7,0.8,,-61.14673783,,
7.7,0.8,-9.9726,,,
7.8,0.8,,-61.72070513,,
7.8,0.8,-10.5466,,,
7.9,0.8,,-62.29467242,,
7.9,0.8,-11.1205,,,
8.0,0.8,,-62.86863972,,
8.0,0.8,-11.6945,,,
8.1,0.8,,-63.44260701,,
8.1,0.85,-12.2685,,,
8.2,0.85,,-64.01657431,,
8.2,0.85,-12.8424,,,
8.3,0.85,,-64.59054161,,
8.3,0.85,-13.4164,,,
8.4,0.85,,-65.1645089,,
8.4,0.85,-13.9904,,,
8.5,0.85,,-65.7384762,,
8.5,0.85,-14.5643,,,
8.6,0.85,,-66.3124435,,
8.6,0.85,-15.1383,,,
8.7,0.85,,-66.88641079,,
8.7,0.85,-15.7123,,,
8.8,0.85,,-67.46037809,,
8.8,0.85,-16.2862,,,
8.9,0.85,,-68.03434538,,
8.9,0.85,-16.8602,,,
9.0,0.85,,-68.60831268,,
9.0,0.85,-17.4342,,,
9.1,0.85,,-69.18227998,,
9.1,0.85,-18.0081,,,
9.2,0.85,,-69.75624727,,
9.2,0.85,-18.5821,,,
9.3,0.85,,-70.33021457,,
9.3,0.85,-19.1561,,,
9.4,0.85,,-70.90418186,,
9.4,0.85,-19.73,,,
9.5,0.85,,-71.47814916,,
9.5,0.85,-20.304,,,
9.6,0.85,,-72.05211646,,
9.6,0.85,-20.878,,,
9.7,0.85,,-72.62608375,,
9.7,0.85,-21.4519,,,
9.8,0.85,,-73.20005105,,
9.8,0.85,-22.0259,,,
9.9,0.85,,-73.77401834,,
9.9,0.85,-22.5999,,,
10.0,0.85,,-74.34798564,,
10.0,0.85,-23.1739,,,
10.1,0.85,,-74.92195294,,
10.1,0.85,-23.7478,,,
10.2,0.85,,-75.49592023,,
10.2,0.85,-24.3218,,,
10.3,0.85,,-76.06988753,,
10.3,0.85,-24.8958,,,
10.4,0.85,,-76.64385482,,
10.4,0.85,-25.4697,,,
10.5,0.85,,-77.21782212,,
10.5,0.85,-26.0437,,,
10.6,0.85,,-77.79178942,,
10.6,0.85,-26.6177,,,
10.7,0.85,,-78.36575671,,
10.7,0.85,-27.1916,,,
10.8,0.85,,-78.93972401,,
10.8,0.85,-27.7656,,,
10.9,0.85,,-79.5136913,,
10.9,0.85,-28.3396,,,
11.0,0.85,,-80.0876586,,
11.0,0.85,-28.9135,,,
11.1,0.85,,-80.6616259,,
11.1,0.85,-29.4875,,,
11.2,0.85,,-81.23559319,,
11.2,0.85,-30.0615,,,
11.3,0.85,,-81.80956049,,
11.3,0.85,-30.6354,,,
11.4,0.85,,-82.38352779,,
11.4,0.85,-31.2094,,,
11.5,0.85,,-82.95749508,,
11.5,0.85,-31.7834,,,
11.6,0.85,,-83.53146238,,
11.6,0.85,-32.3573,,,
11.7,0.85,,-84.10542967,,
11.7,0.9,-32.9313,,,
11.8,0.9,,-84.67939697,,
11.8,0.9,-33.5053,,,
11.9,0.9,,-85.25336427,,
11.9,0.9,-34.0792,,,
12.0,0.9,,-85.82733156,,
12.0,0.9,-34.6532,,,
4.9,0.9,,-48.76435155,,
5.0,0.9,,-49.33831885,,
5.1,0.9,,-49.91228614,,
5.2,0.9,,-50.48625344,,
5.3,0.9,,-51.06022074,,
5.4,0.9,,-51.63418803,,
5.5,0.9,,-52.20815533,,
5.6,0.9,,-52.78212262,,
5.7,0.9,,-53.35608992,,
5.8,0.9,,-53.93005722,,
5.9,0.9,,-54.50402451,,
6.0,0.9,,-55.07799181,,
6.0,0.9,-0.21516,,,
6.1,0.9,,-55.6519591,,
6.1,0.9,-0.78913,,,
6.2,0.9,,-56.2259264,,
6.2,0.9,-1.36309,,,
6.3,0.9,,-56.7998937,,
6.3,0.9,-1.93706,,,
6.4,0.9,,-57.37386099,,
6.4,0.9,-2.51103,,,
6.5,0.9,,-57.94782829,,
6.5,0.9,-3.085,,,
6.6,0.9,,-58.52179558,,
6.6,0.9,-3.65896,,,
6.7,0.9,,-59.09576288,,
6.7,0.9,-4.23293,,,
6.8,0.9,,-59.66973018,,
6.8,0.9,-4.8069,,,
6.9,0.9,,-60.24369747,,
6.9,0.9,-5.38087,,,
7.0,0.9,,-60.81766477,,
7.0,0.9,-5.95483,,,
7.1,0.9,,-61.39163206,,
7.1,0.9,-6.5288,,,
7.2,0.9,,-61.96559936,,
7.2,0.9,-7.10277,,,
7.3,0.9,,-62.53956666,,
7.3,0.9,-7.67673,,,
7.4,0.9,,-63.11353395,,
7.4,0.9,-8.2507,,,
7.5,0.9,,-63.68750125,,
7.5,0.9,-8.82467,,,
7.6,0.9,,-64.26146854,,
7.6,0.9,-9.39864,,,
7.7,0.9,,-64.83543584,,
7.7,0.9,-9.9726,,,
7.8,0.9,,-65.40940314,,
7.8,0.9,-10.5466,,,
7.9,0.9,,-65.98337043,,
7.9,0.9,-11.1205,,,
8.0,0.9,,-66.55733773,,
8.0,0.9,-11.6945,,,
8.1,0.9,,-67.13130502,,
8.1,0.9,-12.2685,,,
8.2,0.9,,-67.70527232,,
8.2,0.9,-12.8424,,,
8.3,0.9,,-68.27923962,,
8.3,0.9,-13.4164,,,
8.4,0.9,,-68.85320691,,
8.4,0.9,-13.9904,,,
8.5,0.9,,-69.42717421,,
8.5,0.9,-14.5643,,,
8.6,0.9,,-70.00114151,,
8.6,0.9,-15.1383,,,
8.7,0.95,,-70.5751088,,
8.7,0.95,-15.7123,,,
8.8,0.95,,-71.1490761,,
8.8,0.95,-16.2862,,,
8.9,0.95,,-71.72304339,,
8.9,0.95,-16.8602,,,
9.0,0.95,,-72.29701069,,
9.0,0.95,-17.4342,,,
9.1,0.95,,-72.87097799,,
9.1,0.95,-18.0081,,,
9.2,0.95,,-73.44494528,,
9.2,0.95,-18.5821,,,
9.3,0.95,,-74.01891258,,
9.3,0.95,-19.1561,,,
9.4,0.95,,-74.59287987,,
9.4,0.95,-19.73,,,
9.5,0.95,,-75.16684717,,
9.5,0.95,-20.304,,,
9.6,0.95,,-75.74081447,,
9.6,0.95,-20.878,,,
9.7,0.95,,-76.31478176,,
9.7,0.95,-21.4519,,,
9.8,0.95,,-76.88874906,,
9.8,0.95,-22.0259,,,
9.9,0.95,,-77.46271635,,
9.9,0.95,-22.5999,,,
10.0,0.95,,-78.03668365,,
10.0,0.95,-23.1739,,,
10.1,0.95,,-78.61065095,,
10.1,0.95,-23.7478,,,
10.2,0.95,,-79.18461824,,
10.2,0.95,-24.3218,,,
10.3,0.95,,-79.75858554,,
10.3,0.95,-24.8958,,,
