Fig  3e,,,,"Note from author: 1. The blank cells indicate  the calculated NO2 binding energy was not exothermic under the corresponding {pH,potential}, implying no adsorption; thus, no value is reported and leave with blank.",
Model Data,,,,,2. Reader may find certain potential-pH ranges are duplicated; This is because NO2 binding was calculated separately on both TTM and CuNP for streamlined data analysis and visualization. Further details are provided in the Python code.
pH value,Potential of TTM (V vs. RHE),NO2 binding energy of TTM (kJ mol-1),NO2 binding energy of CuNP (kJ mol-1),,
6.2,-0.15,,-15.65024829,,
6.2,-0.1,-1.36309,,,
6.3,-0.1,,-16.22421559,,
6.3,-0.1,-1.93706,,,
6.4,-0.1,,-16.79818288,,
6.4,-0.1,-2.51103,,,
6.5,-0.1,,-17.37215018,,
6.5,-0.1,-3.085,,,
6.6,-0.1,,-17.94611747,,
6.6,-0.1,-3.65896,,,
6.7,-0.1,,-18.52008477,,
6.7,-0.1,-4.23293,,,
6.8,-0.1,,-19.09405207,,
6.8,-0.1,-4.8069,,,
6.9,-0.1,,-19.66801936,,
6.9,-0.1,-5.38087,,,
7.0,-0.1,,-20.24198666,,
7.0,-0.1,-5.95483,,,
7.1,-0.1,,-20.81595395,,
7.1,-0.1,-6.5288,,,
7.2,-0.1,,-21.38992125,,
7.2,-0.1,-7.10277,,,
7.3,-0.1,,-21.96388855,,
7.3,-0.1,-7.67673,,,
7.4,-0.1,,-22.53785584,,
7.4,-0.1,-8.2507,,,
7.5,-0.1,,-23.11182314,,
7.5,-0.1,-8.82467,,,
7.6,-0.1,,-23.68579043,,
7.6,-0.1,-9.39864,,,
7.7,-0.1,,-24.25975773,,
7.7,-0.1,-9.9726,,,
7.8,-0.1,,-24.83372503,,
7.8,-0.1,-10.5466,,,
7.9,-0.1,,-25.40769232,,
7.9,-0.1,-11.1205,,,
8.0,-0.1,,-25.98165962,,
8.0,-0.1,-11.6945,,,
8.1,-0.1,,-26.55562691,,
8.1,-0.1,-12.2685,,,
8.2,-0.1,,-27.12959421,,
8.2,-0.1,-12.8424,,,
8.3,-0.1,,-27.70356151,,
8.3,-0.1,-13.4164,,,
8.4,-0.1,,-28.2775288,,
8.4,-0.1,-13.9904,,,
8.5,-0.1,,-28.8514961,,
8.5,-0.1,-14.5643,,,
8.6,-0.1,,-29.4254634,,
8.6,-0.1,-15.1383,,,
8.7,-0.1,,-29.99943069,,
8.7,-0.1,-15.7123,,,
8.8,-0.1,,-30.57339799,,
8.8,-0.1,-16.2862,,,
8.9,-0.1,,-31.14736528,,
8.9,-0.1,-16.8602,,,
9.0,-0.1,,-31.72133258,,
9.0,-0.1,-17.4342,,,
9.1,-0.1,,-32.29529988,,
9.1,-0.1,-18.0081,,,
9.2,-0.1,,-32.86926717,,
9.2,-0.1,-18.5821,,,
9.3,-0.1,,-33.44323447,,
9.3,-0.1,-19.1561,,,
9.4,-0.1,,-34.01720176,,
9.4,-0.1,-19.73,,,
9.5,-0.1,,-34.59116906,,
9.5,-0.1,-20.304,,,
9.6,-0.1,,-35.16513636,,
9.6,-0.1,-20.878,,,
9.7,-0.1,,-35.73910365,,
9.7,-0.1,-21.4519,,,
9.8,-0.1,,-36.31307095,,
9.8,-0.05,-22.0259,,,
9.9,-0.05,,-36.88703824,,
9.9,-0.05,-22.5999,,,
10.0,-0.05,,-37.46100554,,
10.0,-0.05,-23.1739,,,
10.1,-0.05,,-38.03497284,,
10.1,-0.05,-23.7478,,,
10.2,-0.05,,-38.60894013,,
10.2,-0.05,-24.3218,,,
10.3,-0.05,,-39.18290743,,
10.3,-0.05,-24.8958,,,
10.4,-0.05,,-39.75687472,,
10.4,-0.05,-25.4697,,,
10.5,-0.05,,-40.33084202,,
10.5,-0.05,-26.0437,,,
10.6,-0.05,,-40.90480932,,
10.6,-0.05,-26.6177,,,
10.7,-0.05,,-41.47877661,,
10.7,-0.05,-27.1916,,,
10.8,-0.05,,-42.05274391,,
10.8,-0.05,-27.7656,,,
10.9,-0.05,,-42.6267112,,
10.9,-0.05,-28.3396,,,
11.0,-0.05,,-43.2006785,,
11.0,-0.05,-28.9135,,,
11.1,-0.05,,-43.7746458,,
11.1,-0.05,-29.4875,,,
11.2,-0.05,,-44.34861309,,
11.2,-0.05,-30.0615,,,
11.3,-0.05,,-44.92258039,,
11.3,-0.05,-30.6354,,,
11.4,-0.05,,-45.49654769,,
11.4,-0.05,-31.2094,,,
11.5,-0.05,,-46.07051498,,
11.5,-0.05,-31.7834,,,
11.6,-0.05,,-46.64448228,,
11.6,-0.05,-32.3573,,,
11.7,-0.05,,-47.21844957,,
11.7,-0.05,-32.9313,,,
11.8,-0.05,,-47.79241687,,
11.8,-0.05,-33.5053,,,
11.9,-0.05,,-48.36638417,,
11.9,-0.05,-34.0792,,,
12.0,-0.05,,-48.94035146,,
12.0,-0.05,-34.6532,,,
4.9,-0.05,,-11.87737145,,
5.0,-0.05,,-12.45133875,,
5.1,-0.05,,-13.02530604,,
5.2,-0.05,,-13.59927334,,
5.3,-0.05,,-14.17324064,,
5.4,-0.05,,-14.74720793,,
5.5,-0.05,,-15.32117523,,
5.6,-0.05,,-15.89514252,,
5.7,-0.05,,-16.46910982,,
5.8,-0.05,,-17.04307712,,
5.9,-0.05,,-17.61704441,,
6.0,-0.05,,-18.19101171,,
6.0,-0.05,-0.21516,,,
6.1,-0.05,,-18.764979,,
6.1,-0.05,-0.78913,,,
6.2,-0.05,,-19.3389463,,
6.2,-0.05,-1.36309,,,
6.3,-0.05,,-19.9129136,,
6.3,-0.05,-1.93706,,,
6.4,-0.05,,-20.48688089,,
6.4,-0.05,-2.51103,,,
6.5,-0.05,,-21.06084819,,
6.5,-0.05,-3.085,,,
6.6,-0.05,,-21.63481548,,
6.6,-0.05,-3.65896,,,
6.7,-0.05,,-22.20878278,,
6.7,-0.05,-4.23293,,,
6.8,-1.11E-14,,-22.78275008,,
6.8,-1.11E-14,-4.8069,,,
6.9,-1.11E-14,,-23.35671737,,
6.9,-1.11E-14,-5.38087,,,
7.0,-1.11E-14,,-23.93068467,,
7.0,-1.11E-14,-5.95483,,,
7.1,-1.11E-14,,-24.50465196,,
7.1,-1.11E-14,-6.5288,,,
7.2,-1.11E-14,,-25.07861926,,
7.2,-1.11E-14,-7.10277,,,
7.3,-1.11E-14,,-25.65258656,,
7.3,-1.11E-14,-7.67673,,,
7.4,-1.11E-14,,-26.22655385,,
7.4,-1.11E-14,-8.2507,,,
7.5,-1.11E-14,,-26.80052115,,
7.5,-1.11E-14,-8.82467,,,
7.6,-1.11E-14,,-27.37448844,,
7.6,-1.11E-14,-9.39864,,,
7.7,-1.11E-14,,-27.94845574,,
7.7,-1.11E-14,-9.9726,,,
7.8,-1.11E-14,,-28.52242304,,
7.8,-1.11E-14,-10.5466,,,
7.9,-1.11E-14,,-29.09639033,,
7.9,-1.11E-14,-11.1205,,,
8.0,-1.11E-14,,-29.67035763,,
8.0,-1.11E-14,-11.6945,,,
8.1,-1.11E-14,,-30.24432492,,
8.1,-1.11E-14,-12.2685,,,
8.2,-1.11E-14,,-30.81829222,,
8.2,-1.11E-14,-12.8424,,,
8.3,-1.11E-14,,-31.39225952,,
8.3,-1.11E-14,-13.4164,,,
8.4,-1.11E-14,,-31.96622681,,
8.4,-1.11E-14,-13.9904,,,
8.5,-1.11E-14,,-32.54019411,,
8.5,-1.11E-14,-14.5643,,,
8.6,-1.11E-14,,-33.11416141,,
8.6,-1.11E-14,-15.1383,,,
8.7,-1.11E-14,,-33.6881287,,
8.7,-1.11E-14,-15.7123,,,
8.8,-1.11E-14,,-34.262096,,
8.8,-1.11E-14,-16.2862,,,
8.9,-1.11E-14,,-34.83606329,,
8.9,-1.11E-14,-16.8602,,,
9.0,-1.11E-14,,-35.41003059,,
9.0,-1.11E-14,-17.4342,,,
9.1,-1.11E-14,,-35.98399789,,
9.1,-1.11E-14,-18.0081,,,
9.2,-1.11E-14,,-36.55796518,,
9.2,-1.11E-14,-18.5821,,,
9.3,-1.11E-14,,-37.13193248,,
9.3,-1.11E-14,-19.1561,,,
9.4,-1.11E-14,,-37.70589977,,
9.4,-1.11E-14,-19.73,,,
9.5,-1.11E-14,,-38.27986707,,
9.5,-1.11E-14,-20.304,,,
9.6,-1.11E-14,,-38.85383437,,
9.6,-1.11E-14,-20.878,,,
9.7,-1.11E-14,,-39.42780166,,
9.7,-1.11E-14,-21.4519,,,
9.8,-1.11E-14,,-40.00176896,,
9.8,-1.11E-14,-22.0259,,,
9.9,-1.11E-14,,-40.57573625,,
9.9,-1.11E-14,-22.5999,,,
10.0,-1.11E-14,,-41.14970355,,
10.0,-1.11E-14,-23.1739,,,
10.1,-1.11E-14,,-41.72367085,,
10.1,-1.11E-14,-23.7478,,,
10.2,-1.11E-14,,-42.29763814,,
10.2,-1.11E-14,-24.3218,,,
10.3,-1.11E-14,,-42.87160544,,
10.3,-1.11E-14,-24.8958,,,
10.4,0.05,,-43.44557273,,
10.4,0.05,-25.4697,,,
10.5,0.05,,-44.01954003,,
10.5,0.05,-26.0437,,,
10.6,0.05,,-44.59350733,,
10.6,0.05,-26.6177,,,
10.7,0.05,,-45.16747462,,
10.7,0.05,-27.1916,,,
10.8,0.05,,-45.74144192,,
10.8,0.05,-27.7656,,,
10.9,0.05,,-46.31540921,,
10.9,0.05,-28.3396,,,
11.0,0.05,,-46.88937651,,
11.0,0.05,-28.9135,,,
11.1,0.05,,-47.46334381,,
11.1,0.05,-29.4875,,,
11.2,0.05,,-48.0373111,,
11.2,0.05,-30.0615,,,
11.3,0.05,,-48.6112784,,
11.3,0.05,-30.6354,,,
11.4,0.05,,-49.1852457,,
11.4,0.05,-31.2094,,,
11.5,0.05,,-49.75921299,,
11.5,0.05,-31.7834,,,
11.6,0.05,,-50.33318029,,
11.6,0.05,-32.3573,,,
11.7,0.05,,-50.90714758,,
11.7,0.05,-32.9313,,,
11.8,0.05,,-51.48111488,,
11.8,0.05,-33.5053,,,
11.9,0.05,,-52.05508218,,
11.9,0.05,-34.0792,,,
12.0,0.05,,-52.62904947,,
12.0,0.05,-34.6532,,,
4.9,0.05,,-15.56606946,,
5.0,0.05,,-16.14003676,,
5.1,0.05,,-16.71400405,,
5.2,0.05,,-17.28797135,,
5.3,0.05,,-17.86193865,,
5.4,0.05,,-18.43590594,,
5.5,0.05,,-19.00987324,,
5.6,0.05,,-19.58384053,,
5.7,0.05,,-20.15780783,,
5.8,0.05,,-20.73177513,,
5.9,0.05,,-21.30574242,,
6.0,0.05,,-21.87970972,,
6.0,0.05,-0.21516,,,
6.1,0.05,,-22.45367701,,
6.1,0.05,-0.78913,,,
6.2,0.05,,-23.02764431,,
6.2,0.05,-1.36309,,,
6.3,0.05,,-23.60161161,,
6.3,0.05,-1.93706,,,
6.4,0.05,,-24.1755789,,
6.4,0.05,-2.51103,,,
6.5,0.05,,-24.7495462,,
6.5,0.05,-3.085,,,
6.6,0.05,,-25.32351349,,
6.6,0.05,-3.65896,,,
6.7,0.05,,-25.89748079,,
6.7,0.05,-4.23293,,,
6.8,0.05,,-26.47144809,,
6.8,0.05,-4.8069,,,
6.9,0.05,,-27.04541538,,
6.9,0.05,-5.38087,,,
7.0,0.05,,-27.61938268,,
7.0,0.05,-5.95483,,,
7.1,0.05,,-28.19334997,,
7.1,0.05,-6.5288,,,
7.2,0.05,,-28.76731727,,
7.2,0.05,-7.10277,,,
7.3,0.05,,-29.34128457,,
7.3,0.1,-7.67673,,,
7.4,0.1,,-29.91525186,,
7.4,0.1,-8.2507,,,
7.5,0.1,,-30.48921916,,
7.5,0.1,-8.82467,,,
7.6,0.1,,-31.06318645,,
7.6,0.1,-9.39864,,,
7.7,0.1,,-31.63715375,,
7.7,0.1,-9.9726,,,
7.8,0.1,,-32.21112105,,
7.8,0.1,-10.5466,,,
7.9,0.1,,-32.78508834,,
7.9,0.1,-11.1205,,,
8.0,0.1,,-33.35905564,,
8.0,0.1,-11.6945,,,
8.1,0.1,,-33.93302293,,
8.1,0.1,-12.2685,,,
8.2,0.1,,-34.50699023,,
8.2,0.1,-12.8424,,,
8.3,0.1,,-35.08095753,,
8.3,0.1,-13.4164,,,
8.4,0.1,,-35.65492482,,
8.4,0.1,-13.9904,,,
8.5,0.1,,-36.22889212,,
8.5,0.1,-14.5643,,,
8.6,0.1,,-36.80285942,,
8.6,0.1,-15.1383,,,
8.7,0.1,,-37.37682671,,
8.7,0.1,-15.7123,,,
8.8,0.1,,-37.95079401,,
8.8,0.1,-16.2862,,,
8.9,0.1,,-38.5247613,,
8.9,0.1,-16.8602,,,
9.0,0.1,,-39.0987286,,
9.0,0.1,-17.4342,,,
9.1,0.1,,-39.6726959,,
9.1,0.1,-18.0081,,,
9.2,0.1,,-40.24666319,,
9.2,0.1,-18.5821,,,
9.3,0.1,,-40.82063049,,
9.3,0.1,-19.1561,,,
9.4,0.1,,-41.39459778,,
9.4,0.1,-19.73,,,
9.5,0.1,,-41.96856508,,
9.5,0.1,-20.304,,,
9.6,0.1,,-42.54253238,,
9.6,0.1,-20.878,,,
9.7,0.1,,-43.11649967,,
9.7,0.1,-21.4519,,,
9.8,0.1,,-43.69046697,,
9.8,0.1,-22.0259,,,
9.9,0.1,,-44.26443426,,
9.9,0.1,-22.5999,,,
10.0,0.1,,-44.83840156,,
10.0,0.1,-23.1739,,,
10.1,0.1,,-45.41236886,,
10.1,0.1,-23.7478,,,
10.2,0.1,,-45.98633615,,
10.2,0.1,-24.3218,,,
10.3,0.1,,-46.56030345,,
10.3,0.1,-24.8958,,,
10.4,0.1,,-47.13427074,,
10.4,0.1,-25.4697,,,
10.5,0.1,,-47.70823804,,
10.5,0.1,-26.0437,,,
10.6,0.1,,-48.28220534,,
10.6,0.1,-26.6177,,,
10.7,0.1,,-48.85617263,,
10.7,0.1,-27.1916,,,
10.8,0.1,,-49.43013993,,
10.8,0.1,-27.7656,,,
10.9,0.1,,-50.00410722,,
10.9,0.15,-28.3396,,,
11.0,0.15,,-50.57807452,,
11.0,0.15,-28.9135,,,
11.1,0.15,,-51.15204182,,
11.1,0.15,-29.4875,,,
11.2,0.15,,-51.72600911,,
11.2,0.15,-30.0615,,,
11.3,0.15,,-52.29997641,,
11.3,0.15,-30.6354,,,
11.4,0.15,,-52.87394371,,
11.4,0.15,-31.2094,,,
11.5,0.15,,-53.447911,,
11.5,0.15,-31.7834,,,
11.6,0.15,,-54.0218783,,
11.6,0.15,-32.3573,,,
11.7,0.15,,-54.59584559,,
11.7,0.15,-32.9313,,,
11.8,0.15,,-55.16981289,,
11.8,0.15,-33.5053,,,
11.9,0.15,,-55.74378019,,
11.9,0.15,-34.0792,,,
12.0,0.15,,-56.31774748,,
12.0,0.15,-34.6532,,,
4.9,0.15,,-19.25476747,,
5.0,0.15,,-19.82873477,,
5.1,0.15,,-20.40270206,,
5.2,0.15,,-20.97666936,,
5.3,0.15,,-21.55063666,,
5.4,0.15,,-22.12460395,,
5.5,0.15,,-22.69857125,,
5.6,0.15,,-23.27253854,,
5.7,0.15,,-23.84650584,,
5.8,0.15,,-24.42047314,,
5.9,0.15,,-24.99444043,,
6.0,0.15,,-25.56840773,,
6.0,0.15,-0.21516,,,
6.1,0.15,,-26.14237502,,
6.1,0.15,-0.78913,,,
6.2,0.15,,-26.71634232,,
6.2,0.15,-1.36309,,,
6.3,0.15,,-27.29030962,,
6.3,0.15,-1.93706,,,
6.4,0.15,,-27.86427691,,
6.4,0.15,-2.51103,,,
6.5,0.15,,-28.43824421,,
6.5,0.15,-3.085,,,
6.6,0.15,,-29.0122115,,
6.6,0.15,-3.65896,,,
6.7,0.15,,-29.5861788,,
6.7,0.15,-4.23293,,,
6.8,0.15,,-30.1601461,,
6.8,0.15,-4.8069,,,
6.9,0.15,,-30.73411339,,
6.9,0.15,-5.38087,,,
7.0,0.15,,-31.30808069,,
7.0,0.15,-5.95483,,,
7.1,0.15,,-31.88204798,,
7.1,0.15,-6.5288,,,
7.2,0.15,,-32.45601528,,
7.2,0.15,-7.10277,,,
7.3,0.15,,-33.02998258,,
7.3,0.15,-7.67673,,,
7.4,0.15,,-33.60394987,,
7.4,0.15,-8.2507,,,
7.5,0.15,,-34.17791717,,
7.5,0.15,-8.82467,,,
7.6,0.15,,-34.75188446,,
7.6,0.15,-9.39864,,,
7.7,0.15,,-35.32585176,,
7.7,0.15,-9.9726,,,
7.8,0.15,,-35.89981906,,
7.8,0.15,-10.5466,,,
7.9,0.2,,-36.47378635,,
7.9,0.2,-11.1205,,,
8.0,0.2,,-37.04775365,,
8.0,0.2,-11.6945,,,
8.1,0.2,,-37.62172094,,
8.1,0.2,-12.2685,,,
8.2,0.2,,-38.19568824,,
8.2,0.2,-12.8424,,,
8.3,0.2,,-38.76965554,,
8.3,0.2,-13.4164,,,
8.4,0.2,,-39.34362283,,
8.4,0.2,-13.9904,,,
8.5,0.2,,-39.91759013,,
8.5,0.2,-14.5643,,,
8.6,0.2,,-40.49155743,,
8.6,0.2,-15.1383,,,
8.7,0.2,,-41.06552472,,
8.7,0.2,-15.7123,,,
8.8,0.2,,-41.63949202,,
8.8,0.2,-16.2862,,,
8.9,0.2,,-42.21345931,,
8.9,0.2,-16.8602,,,
9.0,0.2,,-42.78742661,,
9.0,0.2,-17.4342,,,
9.1,0.2,,-43.36139391,,
9.1,0.2,-18.0081,,,
9.2,0.2,,-43.9353612,,
9.2,0.2,-18.5821,,,
9.3,0.2,,-44.5093285,,
9.3,0.2,-19.1561,,,
9.4,0.2,,-45.08329579,,
9.4,0.2,-19.73,,,
9.5,0.2,,-45.65726309,,
9.5,0.2,-20.304,,,
9.6,0.2,,-46.23123039,,
9.6,0.2,-20.878,,,
9.7,0.2,,-46.80519768,,
9.7,0.2,-21.4519,,,
9.8,0.2,,-47.37916498,,
9.8,0.2,-22.0259,,,
9.9,0.2,,-47.95313227,,
9.9,0.2,-22.5999,,,
10.0,0.2,,-48.52709957,,
10.0,0.2,-23.1739,,,
10.1,0.2,,-49.10106687,,
10.1,0.2,-23.7478,,,
10.2,0.2,,-49.67503416,,
10.2,0.2,-24.3218,,,
10.3,0.2,,-50.24900146,,
10.3,0.2,-24.8958,,,
10.4,0.2,,-50.82296875,,
10.4,0.2,-25.4697,,,
10.5,0.2,,-51.39693605,,
10.5,0.2,-26.0437,,,
10.6,0.2,,-51.97090335,,
10.6,0.2,-26.6177,,,
10.7,0.2,,-52.54487064,,
10.7,0.2,-27.1916,,,
10.8,0.2,,-53.11883794,,
10.8,0.2,-27.7656,,,
10.9,0.2,,-53.69280523,,
10.9,0.2,-28.3396,,,
11.0,0.2,,-54.26677253,,
11.0,0.2,-28.9135,,,
11.1,0.2,,-54.84073983,,
11.1,0.2,-29.4875,,,
11.2,0.2,,-55.41470712,,
11.2,0.2,-30.0615,,,
11.3,0.2,,-55.98867442,,
11.3,0.2,-30.6354,,,
11.4,0.2,,-56.56264172,,
11.4,0.2,-31.2094,,,
11.5,0.25,,-57.13660901,,
11.5,0.25,-31.7834,,,
11.6,0.25,,-57.71057631,,
11.6,0.25,-32.3573,,,
11.7,0.25,,-58.2845436,,
11.7,0.25,-32.9313,,,
11.8,0.25,,-58.8585109,,
11.8,0.25,-33.5053,,,
11.9,0.25,,-59.4324782,,
11.9,0.25,-34.0792,,,
12.0,0.25,,-60.00644549,,
12.0,0.25,-34.6532,,,
4.9,0.25,,-22.94346548,,
5.0,0.25,,-23.51743278,,
5.1,0.25,,-24.09140007,,
5.2,0.25,,-24.66536737,,
5.3,0.25,,-25.23933467,,
5.4,0.25,,-25.81330196,,
5.5,0.25,,-26.38726926,,
5.6,0.25,,-26.96123655,,
5.7,0.25,,-27.53520385,,
5.8,0.25,,-28.10917115,,
5.9,0.25,,-28.68313844,,
6.0,0.25,,-29.25710574,,
6.0,0.25,-0.21516,,,
6.1,0.25,,-29.83107303,,
6.1,0.25,-0.78913,,,
6.2,0.25,,-30.40504033,,
6.2,0.25,-1.36309,,,
6.3,0.25,,-30.97900763,,
6.3,0.25,-1.93706,,,
6.4,0.25,,-31.55297492,,
6.4,0.25,-2.51103,,,
6.5,0.25,,-32.12694222,,
6.5,0.25,-3.085,,,
6.6,0.25,,-32.70090951,,
6.6,0.25,-3.65896,,,
6.7,0.25,,-33.27487681,,
6.7,0.25,-4.23293,,,
6.8,0.25,,-33.84884411,,
6.8,0.25,-4.8069,,,
6.9,0.25,,-34.4228114,,
6.9,0.25,-5.38087,,,
7.0,0.25,,-34.9967787,,
7.0,0.25,-5.95483,,,
7.1,0.25,,-35.57074599,,
7.1,0.25,-6.5288,,,
7.2,0.25,,-36.14471329,,
7.2,0.25,-7.10277,,,
7.3,0.25,,-36.71868059,,
7.3,0.25,-7.67673,,,
7.4,0.25,,-37.29264788,,
7.4,0.25,-8.2507,,,
7.5,0.25,,-37.86661518,,
7.5,0.25,-8.82467,,,
7.6,0.25,,-38.44058247,,
7.6,0.25,-9.39864,,,
7.7,0.25,,-39.01454977,,
7.7,0.25,-9.9726,,,
7.8,0.25,,-39.58851707,,
7.8,0.25,-10.5466,,,
7.9,0.25,,-40.16248436,,
7.9,0.25,-11.1205,,,
8.0,0.25,,-40.73645166,,
8.0,0.25,-11.6945,,,
8.1,0.25,,-41.31041895,,
8.1,0.25,-12.2685,,,
8.2,0.25,,-41.88438625,,
8.2,0.25,-12.8424,,,
8.3,0.25,,-42.45835355,,
8.3,0.25,-13.4164,,,
8.4,0.25,,-43.03232084,,
8.4,0.3,-13.9904,,,
8.5,0.3,,-43.60628814,,
8.5,0.3,-14.5643,,,
8.6,0.3,,-44.18025544,,
8.6,0.3,-15.1383,,,
8.7,0.3,,-44.75422273,,
8.7,0.3,-15.7123,,,
8.8,0.3,,-45.32819003,,
8.8,0.3,-16.2862,,,
8.9,0.3,,-45.90215732,,
8.9,0.3,-16.8602,,,
9.0,0.3,,-46.47612462,,
9.0,0.3,-17.4342,,,
9.1,0.3,,-47.05009192,,
9.1,0.3,-18.0081,,,
9.2,0.3,,-47.62405921,,
9.2,0.3,-18.5821,,,
9.3,0.3,,-48.19802651,,
9.3,0.3,-19.1561,,,
9.4,0.3,,-48.7719938,,
9.4,0.3,-19.73,,,
9.5,0.3,,-49.3459611,,
9.5,0.3,-20.304,,,
9.6,0.3,,-49.9199284,,
9.6,0.3,-20.878,,,
9.7,0.3,,-50.49389569,,
9.7,0.3,-21.4519,,,
9.8,0.3,,-51.06786299,,
9.8,0.3,-22.0259,,,
9.9,0.3,,-51.64183028,,
9.9,0.3,-22.5999,,,
10.0,0.3,,-52.21579758,,
10.0,0.3,-23.1739,,,
10.1,0.3,,-52.78976488,,
10.1,0.3,-23.7478,,,
10.2,0.3,,-53.36373217,,
10.2,0.3,-24.3218,,,
10.3,0.3,,-53.93769947,,
10.3,0.3,-24.8958,,,
10.4,0.3,,-54.51166676,,
10.4,0.3,-25.4697,,,
10.5,0.3,,-55.08563406,,
10.5,0.3,-26.0437,,,
10.6,0.3,,-55.65960136,,
10.6,0.3,-26.6177,,,
10.7,0.3,,-56.23356865,,
10.7,0.3,-27.1916,,,
10.8,0.3,,-56.80753595,,
10.8,0.3,-27.7656,,,
10.9,0.3,,-57.38150324,,
10.9,0.3,-28.3396,,,
11.0,0.3,,-57.95547054,,
11.0,0.3,-28.9135,,,
11.1,0.3,,-58.52943784,,
11.1,0.3,-29.4875,,,
11.2,0.3,,-59.10340513,,
11.2,0.3,-30.0615,,,
11.3,0.3,,-59.67737243,,
11.3,0.3,-30.6354,,,
11.4,0.3,,-60.25133973,,
11.4,0.3,-31.2094,,,
11.5,0.3,,-60.82530702,,
11.5,0.3,-31.7834,,,
11.6,0.3,,-61.39927432,,
11.6,0.3,-32.3573,,,
11.7,0.3,,-61.97324161,,
11.7,0.3,-32.9313,,,
11.8,0.3,,-62.54720891,,
11.8,0.3,-33.5053,,,
11.9,0.3,,-63.12117621,,
11.9,0.3,-34.0792,,,
12.0,0.3,,-63.6951435,,
12.0,0.35,-34.6532,,,
4.9,0.35,,-26.63216349,,
5.0,0.35,,-27.20613079,,
5.1,0.35,,-27.78009808,,
5.2,0.35,,-28.35406538,,
5.3,0.35,,-28.92803268,,
5.4,0.35,,-29.50199997,,
5.5,0.35,,-30.07596727,,
5.6,0.35,,-30.64993456,,
5.7,0.35,,-31.22390186,,
5.8,0.35,,-31.79786916,,
5.9,0.35,,-32.37183645,,
6.0,0.35,,-32.94580375,,
6.0,0.35,-0.21516,,,
6.1,0.35,,-33.51977104,,
6.1,0.35,-0.78913,,,
6.2,0.35,,-34.09373834,,
6.2,0.35,-1.36309,,,
6.3,0.35,,-34.66770564,,
6.3,0.35,-1.93706,,,
6.4,0.35,,-35.24167293,,
6.4,0.35,-2.51103,,,
6.5,0.35,,-35.81564023,,
6.5,0.35,-3.085,,,
6.6,0.35,,-36.38960752,,
6.6,0.35,-3.65896,,,
6.7,0.35,,-36.96357482,,
6.7,0.35,-4.23293,,,
6.8,0.35,,-37.53754212,,
6.8,0.35,-4.8069,,,
6.9,0.35,,-38.11150941,,
6.9,0.35,-5.38087,,,
7.0,0.35,,-38.68547671,,
7.0,0.35,-5.95483,,,
7.1,0.35,,-39.259444,,
7.1,0.35,-6.5288,,,
7.2,0.35,,-39.8334113,,
7.2,0.35,-7.10277,,,
7.3,0.35,,-40.4073786,,
7.3,0.35,-7.67673,,,
7.4,0.35,,-40.98134589,,
7.4,0.35,-8.2507,,,
7.5,0.35,,-41.55531319,,
7.5,0.35,-8.82467,,,
7.6,0.35,,-42.12928048,,
7.6,0.35,-9.39864,,,
7.7,0.35,,-42.70324778,,
7.7,0.35,-9.9726,,,
7.8,0.35,,-43.27721508,,
7.8,0.35,-10.5466,,,
7.9,0.35,,-43.85118237,,
7.9,0.35,-11.1205,,,
8.0,0.35,,-44.42514967,,
8.0,0.35,-11.6945,,,
8.1,0.35,,-44.99911696,,
8.1,0.35,-12.2685,,,
8.2,0.35,,-45.57308426,,
8.2,0.35,-12.8424,,,
8.3,0.35,,-46.14705156,,
8.3,0.35,-13.4164,,,
8.4,0.35,,-46.72101885,,
8.4,0.35,-13.9904,,,
8.5,0.35,,-47.29498615,,
8.5,0.35,-14.5643,,,
8.6,0.35,,-47.86895345,,
8.6,0.35,-15.1383,,,
8.7,0.35,,-48.44292074,,
8.7,0.35,-15.7123,,,
8.8,0.35,,-49.01688804,,
8.8,0.35,-16.2862,,,
8.9,0.35,,-49.59085533,,
8.9,0.35,-16.8602,,,
9.0,0.4,,-50.16482263,,
9.0,0.4,-17.4342,,,
9.1,0.4,,-50.73878993,,
9.1,0.4,-18.0081,,,
9.2,0.4,,-51.31275722,,
9.2,0.4,-18.5821,,,
9.3,0.4,,-51.88672452,,
9.3,0.4,-19.1561,,,
9.4,0.4,,-52.46069181,,
9.4,0.4,-19.73,,,
9.5,0.4,,-53.03465911,,
9.5,0.4,-20.304,,,
9.6,0.4,,-53.60862641,,
9.6,0.4,-20.878,,,
9.7,0.4,,-54.1825937,,
9.7,0.4,-21.4519,,,
9.8,0.4,,-54.756561,,
9.8,0.4,-22.0259,,,
9.9,0.4,,-55.33052829,,
9.9,0.4,-22.5999,,,
10.0,0.4,,-55.90449559,,
10.0,0.4,-23.1739,,,
10.1,0.4,,-56.47846289,,
10.1,0.4,-23.7478,,,
10.2,0.4,,-57.05243018,,
10.2,0.4,-24.3218,,,
10.3,0.4,,-57.62639748,,
10.3,0.4,-24.8958,,,
10.4,0.4,,-58.20036477,,
10.4,0.4,-25.4697,,,
10.5,0.4,,-58.77433207,,
10.5,0.4,-26.0437,,,
10.6,0.4,,-59.34829937,,
10.6,0.4,-26.6177,,,
10.7,0.4,,-59.92226666,,
10.7,0.4,-27.1916,,,
10.8,0.4,,-60.49623396,,
10.8,0.4,-27.7656,,,
10.9,0.4,,-61.07020125,,
10.9,0.4,-28.3396,,,
